module,key,en,ko,ja,zh-Hant,th,id,fr,de,es,it,pt,tr,ru,ar
auth,consent_renewal_dismiss_hint,"Without agreeing now, some features may pause for a moment. You can review this anytime in settings.",지금 동의하지 않으시면 일부 기능 사용이 잠시 제한될 수 있어요. 설정에서 언제든 다시 확인하실 수 있어요.,今ご同意いただけない場合、一部の機能を一時的にお使いいただけないことがあります。設定からいつでもご確認いただけます。,若您現在不同意，部分功能可能會暫時無法使用。您隨時可以在設定中查看。,หากคุณไม่ยอมรับตอนนี้ ฟีเจอร์บางอย่างอาจถูกหยุดชั่วคราว คุณสามารถกลับมาดูในการตั้งค่าได้ตลอดเวลา,"Jika Anda belum menyetujui sekarang, beberapa fitur mungkin berhenti sejenak. Anda bisa meninjaunya kapan saja di pengaturan.","Sans votre accord pour le moment, certaines fonctions peuvent se mettre en pause. Vous pourrez revenir y jeter un œil à tout moment dans les paramètres.","Wenn Sie jetzt nicht zustimmen, pausieren manche Funktionen vorübergehend. Sie können das jederzeit in den Einstellungen ansehen.","Sin tu consentimiento ahora, algunas funciones pueden pausarse un momento. Podrás revisarlo cuando quieras desde ajustes.","Senza il tuo consenso ora, alcune funzioni potrebbero mettersi in pausa per un momento. Potrai rivederle quando vuoi nelle impostazioni.","Sem o seu consentimento agora, alguns recursos podem pausar por um instante. Você pode revisitar isso a qualquer momento nas configurações.",Şu an onay vermezseniz bazı özellikler kısa bir süre duraklayabilir. Bunu istediğiniz zaman ayarlardan görüntüleyebilirsiniz.,Без согласия сейчас часть функций может ненадолго приостановиться. Вы сможете вернуться к этому в любое время в настройках.,‏بدون موافقتك الآن، قد تتوقف بعض الميزات للحظة. يمكنك مراجعة ذلك في أي وقت من الإعدادات.
auth,consent_renewal_marketing,"We'd love your fresh agreement on the updated marketing notifications. Even if you skip this, your service experience stays the same.",변경된 마케팅 안내 동의를 새로 받고 싶어요. 동의하지 않으셔도 서비스 이용에는 영향이 없어요.,変更されたマーケティング案内へのご同意を改めていただきたいです。ご同意いただかなくても、サービスのご利用に影響はありません。,希望您再次確認並同意更新後的行銷通知。即使不同意，也不會影響您的服務使用體驗。,เราอยากขอความยินยอมใหม่สำหรับข่าวสารการตลาดที่ได้รับการปรับปรุง แม้คุณจะไม่ยอมรับ ก็ไม่กระทบการใช้บริการของคุณ,"Kami ingin meminta persetujuan baru untuk notifikasi pemasaran yang diperbarui. Meski Anda tidak menyetujuinya, pengalaman layanan Anda tetap sama.","Nous aimerions renouveler votre accord sur les notifications marketing mises à jour. Même si vous passez cette étape, votre expérience reste inchangée.","Wir würden uns über Ihre erneute Zustimmung zu den aktualisierten Marketing-Benachrichtigungen freuen. Auch wenn Sie das überspringen, bleibt Ihr Service-Erlebnis gleich.","Nos encantaría tu nuevo consentimiento para las notificaciones de marketing actualizadas. Aunque lo omitas, tu experiencia con el servicio sigue igual.","Ci farebbe piacere ricevere il tuo consenso aggiornato per le notifiche di marketing. Anche se la salti, la tua esperienza con il servizio resta la stessa.","Gostaríamos do seu consentimento atualizado para as notificações de marketing renovadas. Mesmo que você pule, sua experiência com o serviço continua a mesma.",Güncellenen pazarlama bildirimleri için tazelenmiş onayınızı almak isteriz. Bunu atlasanız da hizmet deneyiminiz aynı kalır.,"Будем рады получить ваше новое согласие на обновлённые маркетинговые уведомления. Даже если пропустите, ваш опыт пользования сервисом останется прежним.",‏نودّ الحصول على موافقتك المحدَّثة على إشعارات التسويق الجديدة. حتى إن تخطيت هذا، تجربتك مع الخدمة تبقى كما هي.
auth,# Sign-up flow / signup_token (v2.2 §8.8),,,,,,,,,,,,,,
auth,signup_step2_to_step3_transition,"Almost there. Before we begin, let's quickly check our promise together.",거의 다 왔어요. 시작하기 전에 약속을 잠깐 함께 확인해 주세요.,あともう少しです。始める前に、お約束をご一緒に少しご確認ください。,快好了！開始之前，讓我們一起簡單確認彼此的約定。,ใกล้เสร็จแล้ว ก่อนเริ่ม มาตรวจสอบสัญญาของเราด้วยกันสักครู่,"Hampir selesai. Sebelum mulai, mari kita periksa janji kita sebentar bersama.","Vous y êtes presque. Avant de commencer, confirmons rapidement notre promesse ensemble.","Fast geschafft. Bevor wir beginnen, lassen Sie uns kurz unser Versprechen gemeinsam bestätigen.","Ya casi. Antes de empezar, confirmemos rápidamente nuestra promesa juntos.","Ci siamo quasi. Prima di iniziare, confermiamo insieme la nostra promessa.","Estamos quase lá. Antes de começar, vamos confirmar juntos o nosso combinado, rapidinho.",Neredeyse hazırız. Başlamadan önce söz verdiğimiz şeyleri birlikte kısaca gözden geçirelim.,Почти готово. Перед началом давайте быстро вместе сверим наши обещания.,اقتربنا. قبل أن نبدأ، لنراجع وعدنا معًا بسرعة.
auth,signup_token_expired,We lost the connection for a moment. Please start again from the beginning. Anything you entered is kept safely tidied away.,연결이 잠시 끊겼어요. 처음부터 다시 시작해 주세요. 입력하신 정보는 안전하게 정리되어 있어요.,接続が一瞬途切れました。最初からもう一度お試しください。ご入力いただいた情報は安全に整理されています。,連線一度中斷了，請從頭再試一次。您輸入的資料已被安全整理保存。,การเชื่อมต่อขาดไปครู่หนึ่ง กรุณาเริ่มต้นใหม่ตั้งแต่แรก ข้อมูลที่คุณกรอกได้ถูกจัดเก็บอย่างปลอดภัย,Koneksi terputus sebentar. Silakan mulai lagi dari awal. Apa pun yang Anda masukkan disimpan dengan aman.,La connexion s'est interrompue un instant. Veuillez recommencer depuis le début. Tout ce que vous avez saisi est rangé en toute sécurité.,"Die Verbindung wurde kurz unterbrochen. Bitte beginnen Sie von vorn. Was Sie eingegeben haben, ist sicher aufbewahrt.",La conexión se interrumpió un momento. Empieza de nuevo desde el principio. Todo lo que has escrito se guarda con seguridad.,La connessione si è interrotta un momento. Riprova dall'inizio. Tutto quello che hai inserito è custodito al sicuro.,A conexão se perdeu por um instante. Comece novamente desde o início. Tudo o que você digitou está guardado com segurança.,Bağlantı bir an koptu. Lütfen baştan tekrar başlayın. Girdiğiniz her şey güvenle saklanıyor.,"Соединение на мгновение прервалось. Начните, пожалуйста, заново с самого начала. Всё, что вы вводили, бережно сохранено.",انقطع الاتصال للحظة. يرجى البدء من جديد من البداية. كل ما أدخلته محفوظ بأمان.
auth,signup_step3_dismiss_hint,Stopping here means your sign-up isn't complete. You can start again whenever you'd like.,지금 그만두시면 가입이 완료되지 않아요. 다음에 다시 시작하실 수 있어요.,ここで止めると登録が完了しません。またいつでも始めていただけます。,在這裡停下表示註冊尚未完成，您隨時可以再次開始。,หยุดตรงนี้หมายความว่าการสมัครยังไม่สมบูรณ์ คุณสามารถเริ่มต้นใหม่ได้เมื่อคุณต้องการ,Berhenti di sini berarti pendaftaran Anda belum selesai. Anda bisa memulai lagi kapan saja.,S'arrêter ici signifie que votre inscription n'est pas terminée. Vous pourrez recommencer quand vous le souhaiterez.,"Wenn Sie hier aufhören, ist Ihre Anmeldung nicht abgeschlossen. Sie können jederzeit erneut beginnen.","Si te detienes aquí, tu registro no se completa. Puedes empezar de nuevo cuando quieras.",Fermarsi qui significa che la tua registrazione non è completa. Puoi ricominciare quando vuoi.,Parar aqui significa que seu cadastro não foi concluído. Você pode começar de novo quando quiser.,Burada durursanız kaydınız tamamlanmamış olur. İstediğiniz zaman tekrar başlayabilirsiniz.,"Если остановитесь здесь, регистрация не завершится. Вы сможете начать заново в любое время.",التوقف هنا يعني أن تسجيلك لم يكتمل. يمكنك البدء من جديد في أي وقت تريد.
auth,signup_network_error,The connection wavered for a moment. Please tap once more and we'll carry on for you.,잠깐 연결이 흔들렸어요. 다시 한 번 눌러 주시면 마저 진행해 드릴게요.,接続が少し揺らぎました。もう一度お押しいただければ、続きを進めます。,連線稍微不穩，再按一次我們就為您繼續處理。,การเชื่อมต่อสะดุดเล็กน้อย กรุณากดอีกครั้ง แล้วเราจะดำเนินการต่อให้,Koneksi sempat goyah sejenak. Silakan tekan sekali lagi dan kami akan melanjutkannya untuk Anda.,La connexion a vacillé un instant. Touchez à nouveau et nous poursuivrons pour vous.,Die Verbindung wackelte einen Moment. Tippen Sie noch einmal und wir machen für Sie weiter.,La conexión se tambaleó un momento. Pulsa una vez más y continuaremos por ti.,La connessione ha tentennato un attimo. Tocca di nuovo e proseguiremo per te.,A conexão oscilou por um instante. Toque mais uma vez e seguimos para você.,"Bağlantı bir an sallandı. Bir kez daha dokunun, sizin için devam edelim.",Соединение на мгновение дрогнуло. Нажмите ещё раз — мы продолжим за вас.,تذبذب الاتصال للحظة. يرجى الضغط مرة أخرى وسنتابع من أجلك.
error,# General errors,,,,,,,,,,,,,,
error,error_cancelled,Cancelled,취소되었습니다,キャンセルされました,已取消,ยกเลิกแล้ว,Dibatalkan,Annulé,Abgebrochen,Cancelado,Annullato,Cancelado,İptal edildi,Отменено,تم الإلغاء
error,error_decoding,Failed to parse data,데이터를 읽지 못했습니다,データの解析に失敗しました,無法解析資料,ไม่สามารถอ่านข้อมูลได้,Gagal membaca data,Échec de l'analyse des données,Daten konnten nicht gelesen werden,No se pudieron leer los datos,Impossibile leggere i dati,Falha ao ler os dados,Veri okunamadı,Не удалось прочитать данные,فشل في قراءة البيانات
